task_id,data_id,stratum,sentence_type,n_spans,spans_json,text
659,,solyanka_lj_long,ССП,2,"[{""start"": 0, ""end"": 118, ""text"": ""Ко мне приезжал инспектор , мерил воду специальным приборчиком и орал на этих самых бесчувственных существ из компании""}, {""start"": 121, ""end"": 155, ""text"": ""а они от страха хлопали глазками .""}]","Ко мне приезжал инспектор , мерил воду специальным приборчиком и орал на этих самых бесчувственных существ из компании , а они от страха хлопали глазками ."
660,,solyanka_lj_long,Смешанного типа,5,"[{""start"": 0, ""end"": 21, ""text"": ""это какой-то злой рок""}, {""start"": 24, ""end"": 48, ""text"": ""каждый раз я обещаю себе""}, {""start"": 51, ""end"": 101, ""text"": ""что больше никогда - никогда не буду никого менять""}, {""start"": 104, ""end"": 142, ""text"": ""но каждый раз происходит какая-то жопа""}, {""start"": 145, ""end"": 183, ""text"": ""как только хоть немного расслабишься !""}]","это какой-то злой рок - каждый раз я обещаю себе , что больше никогда - никогда не буду никого менять , но каждый раз происходит какая-то жопа , как только хоть немного расслабишься !"
661,,solyanka_lj_long,Смешанного типа,6,"[{""start"": 0, ""end"": 47, ""text"": ""Можно сидеть , можно лежать на креслах - мешках""}, {""start"": 50, ""end"": 60, ""text"": ""а я встала""}, {""start"": 61, ""end"": 75, ""text"": ""( мне казалось""}, {""start"": 78, ""end"": 137, ""text"": ""что я такого рода искусство только стоя могу воспринимать )""}, {""start"": 138, ""end"": 164, ""text"": ""и первые минут пять думала""}, {""start"": 167, ""end"": 195, ""text"": ""как-то странно , это о чем ?""}]","Можно сидеть , можно лежать на креслах - мешках , а я встала ( мне казалось , что я такого рода искусство только стоя могу воспринимать ) и первые минут пять думала - как-то странно , это о чем ?"
662,,solyanka_lj_long,Смешанного типа,4,"[{""start"": 0, ""end"": 63, ""text"": ""Впрочем , всех путешественников по времени строго инструктируют""}, {""start"": 66, ""end"": 96, ""text"": ""и ни один из них не раскрыл бы""}, {""start"": 99, ""end"": 125, ""text"": ""встреть он Одного Мальчика""}, {""start"": 128, ""end"": 164, ""text"": ""ужасную тайну грядущих десятилетий .""}]","Впрочем , всех путешественников по времени строго инструктируют , и ни один из них не раскрыл бы , встреть он Одного Мальчика , ужасную тайну грядущих десятилетий ."
663,,solyanka_lj_long,Не сложное,1,"[{""start"": 0, ""end"": 219, ""text"": ""Считаете ли Вы необходимым внести в законы нашего города изменения и дополнения , обязывающие Московскую городскую Думу принимать решение о самороспуске , в случае выражения жителями города недоверия ей на референдуме ?""}]","Считаете ли Вы необходимым внести в законы нашего города изменения и дополнения , обязывающие Московскую городскую Думу принимать решение о самороспуске , в случае выражения жителями города недоверия ей на референдуме ?"
664,,solyanka_lj_long,БСП,2,"[{""start"": 0, ""end"": 64, ""text"": ""И здесь удача была не на стороне участников праздничного события""}, {""start"": 65, ""end"": 183, ""text"": ""– Тимур Лаптев проиграл в групповом этапе свой юбилейный бой Павлу Попову и Вячеславу Гарановичу ( Нижний Новгород ) .""}]",И здесь удача была не на стороне участников праздничного события – Тимур Лаптев проиграл в групповом этапе свой юбилейный бой Павлу Попову и Вячеславу Гарановичу ( Нижний Новгород ) .
665,,solyanka_lj_long,Смешанного типа,5,"[{""start"": 0, ""end"": 88, ""text"": ""Здесь не тревожат разума людей ни запахи Болотных площадей , ни аромат эйнемского цуката""}, {""start"": 91, ""end"": 118, ""text"": ""в два рукава заключена река""}, {""start"": 121, ""end"": 125, ""text"": ""а то""}, {""start"": 128, ""end"": 153, ""text"": ""что Кремль еще стоит пока""}, {""start"": 156, ""end"": 193, ""text"": ""так в том конфликт распила и отката .""}]","Здесь не тревожат разума людей ни запахи Болотных площадей , ни аромат эйнемского цуката , в два рукава заключена река , а то , что Кремль еще стоит пока , так в том конфликт распила и отката ."
666,,solyanka_lj_long,Смешанного типа,4,"[{""start"": 0, ""end"": 27, ""text"": ""Чтобы не потерять свое лицо""}, {""start"": 30, ""end"": 64, ""text"": ""я должна была сказать что-то вроде""}, {""start"": 65, ""end"": 89, ""text"": ""… идите лесом , дяденька""}, {""start"": 92, ""end"": 153, ""text"": ""у меня расценки и без того по сравнению со студиями смешные !""}]","Чтобы не потерять свое лицо , я должна была сказать что-то вроде … идите лесом , дяденька , у меня расценки и без того по сравнению со студиями смешные !"
667,,solyanka_lj_long,Смешанного типа,3,"[{""start"": 0, ""end"": 76, ""text"": ""Октябрь Вот же птичье время , сняться с места в туман , полёт , серые крылья""}, {""start"": 77, ""end"": 111, ""text"": ""– в то время ветер ещё не так остр""}, {""start"": 114, ""end"": 154, ""text"": ""а погода не так жестока , как в ноябре .""}]","Октябрь Вот же птичье время , сняться с места в туман , полёт , серые крылья – в то время ветер ещё не так остр , а погода не так жестока , как в ноябре ."
668,,solyanka_lj_long,СПП,2,"[{""start"": 0, ""end"": 16, ""text"": ""Кстати , странно""}, {""start"": 19, ""end"": 163, ""text"": ""что Горький , несмотря на отношение к нему власти и активную пропаганду его творчества , тоже не удостоился полного собрания сочинений и писем .""}]","Кстати , странно , что Горький , несмотря на отношение к нему власти и активную пропаганду его творчества , тоже не удостоился полного собрания сочинений и писем ."
669,,solyanka_lj_long,СПП,2,"[{""start"": 0, ""end"": 17, ""text"": ""Хорошо памятно то""}, {""start"": 20, ""end"": 194, ""text"": ""как христианство отметилось в таких делах , как объявление « дьявольскими делами » медицины , паровоза , ядерной энергии и генетических исследований , включая Гарри Поттера .""}]","Хорошо памятно то , как христианство отметилось в таких делах , как объявление « дьявольскими делами » медицины , паровоза , ядерной энергии и генетических исследований , включая Гарри Поттера ."
670,,solyanka_lj_long,БСП,2,"[{""start"": 0, ""end"": 192, ""text"": ""Ощущение безысходности , абсолютный сюр местами , пронзительные диалоги , смешные шутки , любовь , надежда , вера и месть под отличную музыку на фоне красивых пейзажей - это следует посмотреть""}, {""start"": 195, ""end"": 205, ""text"": ""поверьте .""}]","Ощущение безысходности , абсолютный сюр местами , пронзительные диалоги , смешные шутки , любовь , надежда , вера и месть под отличную музыку на фоне красивых пейзажей - это следует посмотреть , поверьте ."
671,,solyanka_lj_long,Смешанного типа,4,"[{""start"": 0, ""end"": 30, ""text"": ""Причем , ересь – очень заразна""}, {""start"": 31, ""end"": 111, ""text"": ""и достаточно подать ей лишь только один ноготок ( оказать некоторое сочувствие )""}, {""start"": 113, ""end"": 163, ""text"": ""как её коварными носителями захватывается вся рука""}, {""start"": 166, ""end"": 186, ""text"": ""а затем и всё тело .""}]","Причем , ересь – очень заразна и достаточно подать ей лишь только один ноготок ( оказать некоторое сочувствие ), как её коварными носителями захватывается вся рука , а затем и всё тело ."
672,,solyanka_lj_long,Не сложное,1,"[{""start"": 0, ""end"": 191, ""text"": ""Более того , воспевающие революцию драмоделы - строчкогоны стали основным объектом насмешки в его злой сатирической пьесе \"" Лира напрокат \""( замаскированной под милый беззаботный водевиль ) .""}]","Более того , воспевающие революцию драмоделы - строчкогоны стали основным объектом насмешки в его злой сатирической пьесе "" Лира напрокат ""( замаскированной под милый беззаботный водевиль ) ."
673,,solyanka_lj_long,ССП,2,"[{""start"": 0, ""end"": 106, ""text"": ""К счастью , ужасную еду типа свиных отбивных с сыром и майонезом сверху , судя по всему , слопали студенты""}, {""start"": 109, ""end"": 171, ""text"": ""а мне осталась прекрасная гречка с печенью и брусничный морс .""}]","К счастью , ужасную еду типа свиных отбивных с сыром и майонезом сверху , судя по всему , слопали студенты , а мне осталась прекрасная гречка с печенью и брусничный морс ."
674,,solyanka_lj_long,БСП,2,"[{""start"": 0, ""end"": 65, ""text"": ""Александро сотрудничает с « National Geographic » и « Discovery »""}, {""start"": 67, ""end"": 159, ""text"": ""его фото удивительных и необычных морских животных украшают страницы журналов TIME и Wired .""}]","Александро сотрудничает с « National Geographic » и « Discovery », его фото удивительных и необычных морских животных украшают страницы журналов TIME и Wired ."
675,,solyanka_lj_long,Смешанного типа,3,"[{""start"": 0, ""end"": 46, ""text"": ""« Анри де Ман всегда питал слабость к тебе ! »""}, {""start"": 46, ""end"": 122, ""text"": ""– писал Спаак своей супруге , побуждая её отправиться к вышеупомянутому Анри""}, {""start"": 125, ""end"": 194, ""text"": ""который с сардоническим хохотом зачитывал мне за обедом эти просьбы !""}]","« Анри де Ман всегда питал слабость к тебе ! »– писал Спаак своей супруге , побуждая её отправиться к вышеупомянутому Анри , который с сардоническим хохотом зачитывал мне за обедом эти просьбы !"
676,,solyanka_lj_long,Не сложное,1,"[{""start"": 0, ""end"": 160, ""text"": ""Прошедший недавно отечественный сиквел , а точнее последующее за ним кипение субстанций , метания экскрементов и т . п . , вызвало у меня искреннее недоумение .""}]","Прошедший недавно отечественный сиквел , а точнее последующее за ним кипение субстанций , метания экскрементов и т . п . , вызвало у меня искреннее недоумение ."
677,,solyanka_lj_long,Смешанного типа,4,"[{""start"": 0, ""end"": 67, ""text"": ""Потом Наденька поднимает на него глаза и смотрит жалобно , виновато""}, {""start"": 70, ""end"": 131, ""text"": ""а онемевшие Мишины руки словно потеряли возможность двигаться""}, {""start"": 134, ""end"": 141, ""text"": ""кажется""}, {""start"": 144, ""end"": 181, ""text"": ""что никогда не вернется к ним жизнь .""}]","Потом Наденька поднимает на него глаза и смотрит жалобно , виновато , а онемевшие Мишины руки словно потеряли возможность двигаться , кажется , что никогда не вернется к ним жизнь ."
678,,solyanka_lj_long,Смешанного типа,3,"[{""start"": 0, ""end"": 45, ""text"": ""Поскольку везение это довольно странная штука""}, {""start"": 48, ""end"": 141, ""text"": ""то и успех , возможно , проявится уже сразу , а возможно и к концу жизни , или вообще никогда""}, {""start"": 144, ""end"": 173, ""text"": ""но бросать трудиться нельзя .""}]","Поскольку везение это довольно странная штука , то и успех , возможно , проявится уже сразу , а возможно и к концу жизни , или вообще никогда , но бросать трудиться нельзя ."
679,,solyanka_lj_long,Смешанного типа,4,"[{""start"": 0, ""end"": 12, ""text"": ""Я догадалась""}, {""start"": 15, ""end"": 92, ""text"": ""что рутинное \"" дети , идите кушать \"" не будет замечено в пылу боя со свиньями""}, {""start"": 95, ""end"": 136, ""text"": ""прочистила горло и запела в детском стиле""}, {""start"": 138, ""end"": 158, ""text"": ""\"" Яала , ооохель ! \""""}]","Я догадалась , что рутинное "" дети , идите кушать "" не будет замечено в пылу боя со свиньями , прочистила горло и запела в детском стиле :"" Яала , ооохель ! """
680,,solyanka_lj_long,Смешанного типа,4,"[{""start"": 0, ""end"": 23, ""text"": ""Был похищен , обналичен""}, {""start"": 26, ""end"": 62, ""text"": ""а деньги ушли в Bank of New - York …""}, {""start"": 63, ""end"": 121, ""text"": ""Для Лукьянычева все случившееся закончилось легким испугом""}, {""start"": 122, ""end"": 164, ""text"": ""- он уволился из « Тверьуниверсалбанка » .""}]","Был похищен , обналичен , а деньги ушли в Bank of New - York … Для Лукьянычева все случившееся закончилось легким испугом - он уволился из « Тверьуниверсалбанка » ."
681,,solyanka_lj_long,ССП,6,"[{""start"": 0, ""end"": 30, ""text"": ""Вот самооценка взлетела высоко""}, {""start"": 33, ""end"": 52, ""text"": ""а вы не восхитились""}, {""start"": 55, ""end"": 77, ""text"": ""и она убить вас готова""}, {""start"": 80, ""end"": 110, ""text"": ""или наоборот , она упала в яму""}, {""start"": 113, ""end"": 154, ""text"": ""а вы ее не пожалели , не заметив перемены""}, {""start"": 157, ""end"": 191, ""text"": ""и она рыдает от вашей жестокости .""}]","Вот самооценка взлетела высоко , а вы не восхитились , и она убить вас готова , или наоборот , она упала в яму , а вы ее не пожалели , не заметив перемены , и она рыдает от вашей жестокости ."
682,,solyanka_lj_long,СПП,2,"[{""start"": 0, ""end"": 55, ""text"": ""И да сохранится всегда в нашей памяти имя того человека""}, {""start"": 58, ""end"": 160, ""text"": ""через которого мы познали эту Небесную радость , всегда дающего и ничего не требующего от нас взамен .""}]","И да сохранится всегда в нашей памяти имя того человека , через которого мы познали эту Небесную радость , всегда дающего и ничего не требующего от нас взамен ."
683,,solyanka_lj_long,СПП,2,"[{""start"": 0, ""end"": 79, ""text"": ""При этом , наличие mbuf cluster ' ов всё же до некоторой степени упрощает жизнь""}, {""start"": 82, ""end"": 171, ""text"": ""хотя со всем историческим наследием дизайн mbuf ' ов и нельзя назвать полностью удачным .""}]","При этом , наличие mbuf cluster ' ов всё же до некоторой степени упрощает жизнь , хотя со всем историческим наследием дизайн mbuf ' ов и нельзя назвать полностью удачным ."
684,,solyanka_lj_long,Не сложное,1,"[{""start"": 0, ""end"": 177, ""text"": ""Его стремительное вторжение в Австрию , в Судеты , в Чехию и начавший вслед за этим раздрай с Польшей напугали бельгийское общество и оборвали моё восхождение к вершине власти .""}]","Его стремительное вторжение в Австрию , в Судеты , в Чехию и начавший вслед за этим раздрай с Польшей напугали бельгийское общество и оборвали моё восхождение к вершине власти ."
685,,solyanka_lj_long,СПП,4,"[{""start"": 0, ""end"": 33, ""text"": ""Однако миссионерская деятельность""}, {""start"": 38, ""end"": 100, ""text"": ""при всем энтузиазме проповедника Евангелия и при всех радостях""}, {""start"": 103, ""end"": 132, ""text"": ""которые приносит успех миссии""}, {""start"": 137, ""end"": 176, ""text"": ""трудна и полна искушений и опасностей .""}]","Однако миссионерская деятельность , — при всем энтузиазме проповедника Евангелия и при всех радостях , которые приносит успех миссии , — трудна и полна искушений и опасностей ."
686,,solyanka_lj_long,Смешанного типа,3,"[{""start"": 0, ""end"": 79, ""text"": ""Вообще работа с новыми принятыми соединениями сделана клонированием нового узла""}, {""start"": 82, ""end"": 123, ""text"": ""ID которого сообщается в ответе на accept""}, {""start"": 126, ""end"": 174, ""text"": ""и этот новый узел принимает хук с любым именем .""}]","Вообще работа с новыми принятыми соединениями сделана клонированием нового узла , ID которого сообщается в ответе на accept , и этот новый узел принимает хук с любым именем ."
687,,solyanka_lj_long,СПП,2,"[{""start"": 0, ""end"": 146, ""text"": ""И это ущербное состояние католицизма указывает на полную потерю связи этой , ставшей мирской , организации с Богочеловеком Христом , главой Церкви""}, {""start"": 149, ""end"": 194, ""text"": ""которую пронизывает животворящий Дух Святой .""}]","И это ущербное состояние католицизма указывает на полную потерю связи этой , ставшей мирской , организации с Богочеловеком Христом , главой Церкви , которую пронизывает животворящий Дух Святой ."
688,,solyanka_lj_long,Смешанного типа,3,"[{""start"": 0, ""end"": 64, ""text"": ""Он заботлив к каждому , улыбчив , кажется несгибаемым оптимистом""}, {""start"": 67, ""end"": 106, ""text"": ""только в тот день , когда умерла сестра""}, {""start"": 107, ""end"": 139, ""text"": ""- на него больно было смотреть .""}]","Он заботлив к каждому , улыбчив , кажется несгибаемым оптимистом , только в тот день , когда умерла сестра - на него больно было смотреть ."
689,,solyanka_lj_long,Не сложное,1,"[{""start"": 0, ""end"": 147, ""text"": ""Все как бы вместе испытали тоску , скорбь и ожесточение вначале и радость , и покой потом , и это независимо от места проживания и национальности .""}]","Все как бы вместе испытали тоску , скорбь и ожесточение вначале и радость , и покой потом , и это независимо от места проживания и национальности ."
690,,solyanka_lj_long,Смешанного типа,6,"[{""start"": 0, ""end"": 38, ""text"": ""Когда бегунам сил девать некуда станет""}, {""start"": 39, ""end"": 83, ""text"": ""и они захотят бегать не просто , а за кем-то""}, {""start"": 86, ""end"": 98, ""text"": ""когда поймут""}, {""start"": 101, ""end"": 129, ""text"": ""что они несчастны и нелюбимы""}, {""start"": 132, ""end"": 154, ""text"": ""тогда они станут злыми""}, {""start"": 157, ""end"": 166, ""text"": ""говорит .""}]","Когда бегунам сил девать некуда станет и они захотят бегать не просто , а за кем-то , когда поймут , что они несчастны и нелюбимы , тогда они станут злыми , говорит ."
691,,solyanka_lj_long,СПП,3,"[{""start"": 0, ""end"": 37, ""text"": ""В частности здесь , у деревни Марфино""}, {""start"": 40, ""end"": 109, ""text"": ""чьи окрестности в феврале - марте 1943 года были местом жестоких боёв""}, {""start"": 112, ""end"": 197, ""text"": ""в которых участвовала 43 - я гвардейская латышская стрелковая дивизия Красной Армии .""}]","В частности здесь , у деревни Марфино , чьи окрестности в феврале - марте 1943 года были местом жестоких боёв , в которых участвовала 43 - я гвардейская латышская стрелковая дивизия Красной Армии ."
692,,solyanka_lj_long,Смешанного типа,3,"[{""start"": 0, ""end"": 66, ""text"": ""От их осязаемых взглядов поднимался в теле страх , сдавливая горло""}, {""start"": 69, ""end"": 116, ""text"": ""чтобы , в конце концов , вырваться диким кривом""}, {""start"": 118, ""end"": 148, ""text"": ""« А - а - а !» – Чёрт возьми !""}]","От их осязаемых взглядов поднимался в теле страх , сдавливая горло , чтобы , в конце концов , вырваться диким кривом :« А - а - а !» – Чёрт возьми !"
693,,solyanka_lj_long,Не сложное,1,"[{""start"": 0, ""end"": 205, ""text"": ""Опасаясь за сохранность вечной души в загробном мире , такой человек старается , например , уже в этой жизни не воровать , не лжесвидетельствовать , вообще не относиться к ближнему с излишней жестокостью .""}]","Опасаясь за сохранность вечной души в загробном мире , такой человек старается , например , уже в этой жизни не воровать , не лжесвидетельствовать , вообще не относиться к ближнему с излишней жестокостью ."
694,,solyanka_lj_long,Не сложное,1,"[{""start"": 0, ""end"": 214, ""text"": ""Тут древнее арианство , монофизитство , монофелитство , иконоборчество , пелагианство , и просто всевозможные изуверства под совершенно другими названиями современных сект объединились и идут приступом на Церковь .""}]","Тут древнее арианство , монофизитство , монофелитство , иконоборчество , пелагианство , и просто всевозможные изуверства под совершенно другими названиями современных сект объединились и идут приступом на Церковь ."
695,,solyanka_lj_long,СПП,3,"[{""start"": 0, ""end"": 102, ""text"": ""Проблемы с легкими обычно возникают из-за нашего нежелания или страха жить полной жизнью , или от того""}, {""start"": 105, ""end"": 119, ""text"": ""что мы считаем""}, {""start"": 122, ""end"": 162, ""text"": ""что у нас нет права жить в полную силу .""}]","Проблемы с легкими обычно возникают из-за нашего нежелания или страха жить полной жизнью , или от того , что мы считаем , что у нас нет права жить в полную силу ."
696,,solyanka_lj_long,СПП,4,"[{""start"": 0, ""end"": 26, ""text"": ""Я давно жаловалась в семье""}, {""start"": 29, ""end"": 56, ""text"": ""что мне стало сложно любить""}, {""start"": 59, ""end"": 107, ""text"": ""что рутина и проблемы меня делают бесчувственной""}, {""start"": 110, ""end"": 156, ""text"": ""что я даже на улице перестала \"" влюбляться \"" .""}]","Я давно жаловалась в семье , что мне стало сложно любить , что рутина и проблемы меня делают бесчувственной , что я даже на улице перестала "" влюбляться "" ."
697,,solyanka_lj_long,Смешанного типа,4,"[{""start"": 0, ""end"": 60, ""text"": ""Одна из узниц концлагеря сотрудничает с эсэсовцами в надежде""}, {""start"": 63, ""end"": 84, ""text"": ""что останется в живых""}, {""start"": 87, ""end"": 156, ""text"": ""но по её безумному поведению и истерическим воплям становится понятно""}, {""start"": 159, ""end"": 199, ""text"": ""что эту надежду она уже давно потеряла .""}]","Одна из узниц концлагеря сотрудничает с эсэсовцами в надежде , что останется в живых , но по её безумному поведению и истерическим воплям становится понятно , что эту надежду она уже давно потеряла ."
698,,solyanka_lj_long,Смешанного типа,3,"[{""start"": 0, ""end"": 98, ""text"": ""Во время выполнения теста нужно преодолеть ( пробежать или пройти ) как можно большее расстояние .""}, {""start"": 99, ""end"": 134, ""text"": ""Каверзность теста заключается в том""}, {""start"": 137, ""end"": 182, ""text"": ""что требует от бегуна максимальной выкладки .""}]","Во время выполнения теста нужно преодолеть ( пробежать или пройти ) как можно большее расстояние . Каверзность теста заключается в том , что требует от бегуна максимальной выкладки ."
699,,solyanka_social_media_multi,Смешанного типа,3,"[{""start"": 0, ""end"": 19, ""text"": ""не жизнь, а дерьмо.""}, {""start"": 20, ""end"": 39, ""text"": ""хочу уже в больницу""}, {""start"": 41, ""end"": 77, ""text"": ""чтобы никого не видеть и не слышать.""}]","не жизнь, а дерьмо. хочу уже в больницу, чтобы никого не видеть и не слышать."
700,,solyanka_social_media_multi,Смешанного типа,3,"[{""start"": 0, ""end"": 21, ""text"": ""когда животные болеют""}, {""start"": 22, ""end"": 40, ""text"": ""это самое мерзкое.""}, {""start"": 41, ""end"": 74, ""text"": ""хотел же я пойти на ветеринара...""}]",когда животные болеют это самое мерзкое. хотел же я пойти на ветеринара...
701,,solyanka_social_media_multi,БСП,3,"[{""start"": 0, ""end"": 55, ""text"": ""у азарова придумали расплачиваться в трамвае карточкой.""}, {""start"": 56, ""end"": 66, ""text"": ""блять,что?""}, {""start"": 67, ""end"": 137, ""text"": ""может бабулек с семками обрудуем терминалами? #азіров #украина #пиздец""}]","у азарова придумали расплачиваться в трамвае карточкой. блять,что? может бабулек с семками обрудуем терминалами? #азіров #украина #пиздец"
702,,solyanka_social_media_multi,БСП,2,"[{""start"": 0, ""end"": 10, ""text"": ""чегоооо???""}, {""start"": 11, ""end"": 31, ""text"": ""я живее всех живых))""}]",чегоооо??? я живее всех живых))
703,,solyanka_social_media_multi,БСП,3,"[{""start"": 0, ""end"": 6, ""text"": ""где я?""}, {""start"": 7, ""end"": 13, ""text"": ""кто я?""}, {""start"": 14, ""end"": 43, ""text"": ""это ж ёбаный пиздец какой то!""}]",где я? кто я? это ж ёбаный пиздец какой то!
704,,solyanka_social_media_multi,Смешанного типа,3,"[{""start"": 0, ""end"": 19, ""text"": ""сейчас четверг 0:04""}, {""start"": 20, ""end"": 31, ""text"": ""и я осознал""}, {""start"": 33, ""end"": 79, ""text"": ""что у нас 4 физ-ры на неделе:0 #пиздецвнезапно""}]","сейчас четверг 0:04 и я осознал, что у нас 4 физ-ры на неделе:0 #пиздецвнезапно"
705,,solyanka_social_media_multi,ССП,2,"[{""start"": 0, ""end"": 59, ""text"": ""геля пришла больная на работу и отказывается идти лечиться.""}, {""start"": 60, ""end"": 128, ""text"": ""а у многих в кабинете включая меня есть маленькие дети дома. #пиздец""}]",геля пришла больная на работу и отказывается идти лечиться. а у многих в кабинете включая меня есть маленькие дети дома. #пиздец
706,,solyanka_social_media_multi,Смешанного типа,3,"[{""start"": 0, ""end"": 21, ""text"": ""не верю своим глазам.""}, {""start"": 22, ""end"": 28, ""text"": ""9 утра""}, {""start"": 30, ""end"": 48, ""text"": ""а я уже проснулась""}]","не верю своим глазам. 9 утра, а я уже проснулась"
707,,solyanka_social_media_multi,БСП,2,"[{""start"": 0, ""end"": 62, ""text"": ""увидела расписание не следующий семестр #кома #клиника #пиздец""}, {""start"": 63, ""end"": 107, ""text"": ""будем дневать и ночевать на факультете, блин""}]","увидела расписание не следующий семестр #кома #клиника #пиздец будем дневать и ночевать на факультете, блин"
708,,solyanka_social_media_multi,Не сложное,1,"[{""start"": 0, ""end"": 42, ""text"": ""боже мой . это было последние лето:(((((((""}]",боже мой . это было последние лето:(((((((
709,,solyanka_social_media_multi,Не сложное,1,"[{""start"": 0, ""end"": 30, ""text"": ""сука мне телефон не сделали(((""}]",сука мне телефон не сделали(((
710,,solyanka_social_media_multi,Смешанного типа,3,"[{""start"": 0, ""end"": 42, ""text"": ""но иногда ведь видишь человека и понимаешь""}, {""start"": 44, ""end"": 71, ""text"": ""что прячется за его маской.""}, {""start"": 72, ""end"": 103, ""text"": ""и как-то не по себе становится.""}]","но иногда ведь видишь человека и понимаешь, что прячется за его маской. и как-то не по себе становится."
711,,solyanka_social_media_multi,БСП,2,"[{""start"": 0, ""end"": 39, ""text"": ""как человека можно назвать этим именем.""}, {""start"": 40, ""end"": 65, ""text"": ""звучит, как кусок дерьма.""}]","как человека можно назвать этим именем. звучит, как кусок дерьма."
712,,solyanka_social_media_multi,БСП,2,"[{""start"": 0, ""end"": 21, ""text"": ""меня всю выворачивает""}, {""start"": 23, ""end"": 58, ""text"": ""нет, я не могу больше :((((((((((((""}]","меня всю выворачивает, нет, я не могу больше :(((((((((((("
713,,solyanka_social_media_multi,Не сложное,1,"[{""start"": 0, ""end"": 46, ""text"": ""это страшно / видеть его рядом / и не обнимать""}]",это страшно / видеть его рядом / и не обнимать
714,,solyanka_social_media_multi,Смешанного типа,3,"[{""start"": 0, ""end"": 22, ""text"": ""едем с папой на машине""}, {""start"": 24, ""end"": 56, ""text"": ""а на встречу 3 машины кока-колы.""}, {""start"": 57, ""end"": 82, ""text"": ""праздник к нам приходит!!""}]","едем с папой на машине, а на встречу 3 машины кока-колы. праздник к нам приходит!!"
715,,solyanka_social_media_multi,БСП,3,"[{""start"": 0, ""end"": 26, ""text"": ""отвратительное начало дня.""}, {""start"": 27, ""end"": 50, ""text"": ""отвратительная новость.""}, {""start"": 51, ""end"": 75, ""text"": ""блять как в воду глядела""}]",отвратительное начало дня. отвратительная новость. блять как в воду глядела
716,,solyanka_social_media_multi,Не сложное,1,"[{""start"": 0, ""end"": 136, ""text"": ""какая то подмосковная падла гнилым ударом в спину отправила меня встречать нг на больничную шконку вдалеке от семьи, родных и близких...""}]","какая то подмосковная падла гнилым ударом в спину отправила меня встречать нг на больничную шконку вдалеке от семьи, родных и близких..."
717,,solyanka_social_media_multi,БСП,2,"[{""start"": 0, ""end"": 37, ""text"": ""похоже меня пригласили на свидание...""}, {""start"": 38, ""end"": 46, ""text"": ""миленько""}]",похоже меня пригласили на свидание... миленько
718,,solyanka_social_media_multi,БСП,3,"[{""start"": 0, ""end"": 35, ""text"": ""на 70 баллов написала английский оо""}, {""start"": 37, ""end"": 68, ""text"": ""по-моему слишком много для меня""}, {""start"": 70, ""end"": 105, ""text"": ""вот бы так на самом егэ написать :d""}]","на 70 баллов написала английский оо, по-моему слишком много для меня, вот бы так на самом егэ написать :d"
719,,solyanka_social_media_multi,Не сложное,1,"[{""start"": 0, ""end"": 33, ""text"": ""офигеть, на улице как будто весна""}]","офигеть, на улице как будто весна"
720,,solyanka_social_media_multi,Не сложное,1,"[{""start"": 0, ""end"": 15, ""text"": ""бесит… буээээээ""}]",бесит… буээээээ
721,,solyanka_social_media_multi,Не сложное,1,"[{""start"": 0, ""end"": 9, ""text"": ""вауууу с:""}]",вауууу с:
722,,solyanka_social_media_multi,БСП,3,"[{""start"": 0, ""end"": 57, ""text"": ""как же заебал этот мейл.ру, ебаное говно, ужалил отовсюду""}, {""start"": 59, ""end"": 90, ""text"": ""всё равно встроено в поисковике""}, {""start"": 92, ""end"": 110, ""text"": ""хуже вируса блять.""}]","как же заебал этот мейл.ру, ебаное говно, ужалил отовсюду, всё равно встроено в поисковике, хуже вируса блять."
723,,solyanka_social_media_multi,Смешанного типа,3,"[{""start"": 0, ""end"": 16, ""text"": ""никогда не думал""}, {""start"": 18, ""end"": 48, ""text"": ""что слава станет таким уродом.""}, {""start"": 49, ""end"": 72, ""text"": ""даже общаться противно.""}]","никогда не думал, что слава станет таким уродом. даже общаться противно."
724,,solyanka_social_media_multi,Смешанного типа,5,"[{""start"": 0, ""end"": 25, ""text"": ""пришла домой! и оппачки!!""}, {""start"": 26, ""end"": 53, ""text"": ""мама с детьми дом украшают.""}, {""start"": 54, ""end"": 65, ""text"": ""миша сказал""}, {""start"": 66, ""end"": 104, ""text"": ""что это дед мороз пришел и все украсил""}, {""start"": 106, ""end"": 135, ""text"": ""потому что я себя хорошо вела""}]","пришла домой! и оппачки!! мама с детьми дом украшают. миша сказал что это дед мороз пришел и все украсил, потому что я себя хорошо вела"
725,,solyanka_social_media_multi,Не сложное,1,"[{""start"": 0, ""end"": 30, ""text"": ""ненавижу, сука, ебучую физику!""}]","ненавижу, сука, ебучую физику!"
726,,solyanka_social_media_multi,БСП,3,"[{""start"": 0, ""end"": 19, ""text"": ""я поражаюсь попову.""}, {""start"": 20, ""end"": 52, ""text"": ""идеальное катание и чтение игры.""}, {""start"": 53, ""end"": 63, ""text"": ""наш дацюк.""}]",я поражаюсь попову. идеальное катание и чтение игры. наш дацюк.
