text,spans,label
"«Когда я впервые посмотрел это, я решил, что речь идет о страхе ребенка быть забытым родителем — во многом из-за разницы в размерах игрушки и ее хозяйки.","[(1, 30, 'clause'), (32, 39, 'clause'), (41, 152, 'clause')]",
"После инцидента он так боялся за свою жизнь, что переехал из квартиры в Нью-Йорке обратно в родительский дом в Теннесси.","[(0, 43, 'clause'), (45, 119, 'clause')]",
"«Нэнси стало нехорошо, когда мы были в миграционном офисе, а спустя несколько часов она упала в обморок в аэропорту», — рассказал Фузи.","[(1, 21, 'clause'), (23, 57, 'clause'), (59, 115, 'clause'), (120, 134, 'clause')]",
"Тогда Brazuca Barbers опубликовали шуточный пост на странице в Facebook-аккаунте, приглашая всех желающих прийти и постричься «под горшок», как это сделал Браунесс.","[(0, 138, 'clause'), (140, 163, 'clause')]",
"«Я принял участие в #WhatTheFluffChallenge и понял, что моя собака ненавидит меня», — написал один из раздосадованных пользователей.","[(1, 50, 'clause'), (52, 81, 'clause'), (86, 131, 'clause')]",
"Доктор Лян Фуцюнь (Liang Fuqun), работающий в одной из больниц провинции Аньхой на востоке страны, проснулся 24 июня с сильной болью в животе.","[(0, 141, 'clause')]",
"Также исследование показало, сколько туристов пострадали из-за несвоевременного вылета: Пулково— более 3700пассажиров, Шереметьево— 3300 пассажиров, Домодедово— 2353 пассажира.","[(0, 27, 'clause'), (29, 86, 'clause'), (88, 117, 'clause'), (119, 147, 'clause'), (149, 175, 'clause')]",
"Ему не хотелось, чтобы из-за болезни молодой человек разбил какой-нибудь гаджет, поэтому он силой вытолкал юношу и пригрозил «оторвать ему голову», если тот снова вернется.","[(0, 15, 'clause'), (17, 79, 'clause'), (81, 146, 'clause'), (148, 171, 'clause')]",
"«Истец испытал глубокие нравственные страдания, для него стало понятно, что его родной человек по прихоти сотрудников полиции в последние минуты жизни был подвергнут жестоким мучениям.","[(1, 46, 'clause'), (48, 70, 'clause'), (72, 183, 'clause')]",
"Как рассказала владелица собаки The Telegraph, в тот день она занималась домашними делами на кухне и вдруг услышала странные звуки.","[(0, 45, 'clause'), (47, 130, 'clause')]",
"Его избили, надевали на голову полиэтиленовый мешок и душили, потом связали руки и ноги изолентой, били током и угрожали убийством его жены.","[(0, 139, 'clause')]",
"По данным исследования, действий Москвы больше всего боятся в Финляндии, Эстонии, Румынии, Литве и Польше.","[(0, 105, 'clause')]",
"Прибывший с туристического теплохода врач не сумел его спасти, поскольку, по словам очевидцев, травма была несовместима с жизнью.","[(0, 61, 'clause'), (63, 128, 'clause')]",
"Министр информатизации отметил, что в планах сначала «обкатать систему в Альметьевске и понять ее эффективность», а затем принимать решение о расширении географии проекта.","[(0, 30, 'clause'), (32, 170, 'clause')]",
"Как передает агентство Anadolu, все они причастны к захвату моста через Босфор в Стамбуле, впоследствии переименованного в Мост мучеников 15 июля, и убийству на нем 34 граждан.","[(0, 30, 'clause'), (32, 175, 'clause')]",
"Витренко опасается, что в случае реализации «Северного потока-2» транзит через украинскую территорию будет сведен к нулю.","[(0, 18, 'clause'), (20, 120, 'clause')]",
"Это огорчает, ведь мы были в шаге от полуфинала, мы бы завтра играли против англичан, и у нас был бы шанс выйти в финал, побороться за титул, хотя в нас никто не верил», — заявил 54-летний специалист.","[(0, 12, 'clause'), (14, 47, 'clause'), (49, 84, 'clause'), (86, 140, 'clause'), (142, 167, 'clause'), (172, 199, 'clause')]",
"По решению суда женщине нельзя держать в квартире более трех питомцев, также против нее собираются завести дело о жестоком обращении с животными.","[(0, 69, 'clause'), (71, 144, 'clause')]",
"Он также напомнил, что Путин пока не принимает участие в экспертных обсуждениях пенсионной реформы, которая является «очень социально значимой и резонансной темой».","[(0, 17, 'clause'), (19, 98, 'clause'), (100, 163, 'clause')]",
"Читатели журнала GQ обратили внимание на странную обложку свежего выпуска, на которую попало слишком много лишних рук. Пост с изображением был опубликован на странице журнала в Twitter.","[(0, 73, 'clause'), (75, 117, 'clause')]",
"На протяжении 20лет она не общалась с мачехой и отчимом, но после смерти приемной матери стала ухаживать за больным отцом.","[(0, 121, 'clause')]",
"Решения компании востребованы в сферах общественной и корпоративной безопасности, розничной торговли, финансового сектора, индустриях развлечений и гостеприимства.","[(0, 162, 'clause')]",
"— Сейчас есть люди, которые считают, что будут счастливее, если у них не будет потомства».","[(2, 18, 'clause'), (20, 35, 'clause'), (37, 57, 'clause'), (59, 88, 'clause')]",
"«Этот проект объединяет мои страсти: активность, любовь к путешествиям, мою семью (наша дочь наполовину русская)», — отметила она.","[(1, 81, 'clause'), (83, 111, 'clause'), (117, 129, 'clause')]",
"Китаянка, собирающая деньги на лечение младшей сестры, пошутила, что готова выйти замуж по расчету ради спасения девочки, и после этого сумела собрать нужную сумму.","[(0, 63, 'clause'), (65, 120, 'clause'), (122, 163, 'clause')]",
"Сначала возможность принимать оплату через социальную сеть получат все владельцы сообществ, которые часто используются как основной канал продвижения товаров и услуг малым и средним бизнесом.","[(0, 90, 'clause'), (92, 190, 'clause')]",
"По словам микробиолога Майкла Империале (Michael Imperiale) из Мичиганского университа, синтетическая биология не представляет опасности сама по себе, однако угрозу могут нести конкретные разработки.","[(88, 149, 'clause'), (151, 198, 'clause')]",
"В частности, Мэй с еле сдерживаемым смехом заявила о благодарности министру иностранных дел Борису Джонсону за «страсть, с которой тот продвигал интересы страны», после чего в зале раздался хохот.","[(0, 119, 'clause'), (121, 161, 'clause'), (163, 195, 'clause')]",
"Внимание пользователей Twitter привлекла странная посадка его синего пальто, и они высказали свои предположения по поводу ее происхождения.","[(0, 75, 'clause'), (77, 138, 'clause')]",
"Следователь шесть раз выносил постановления об отказе в возбуждении уголовного дела, отметили в «Комитете против пыток», куда обратилась мать погибшего Надежда Чертовских.","[(0, 83, 'clause'), (85, 119, 'clause'), (121, 170, 'clause')]",
"Он обычный робот, которым управляет сидящий сзади человек» Благодаря странному поведению некоторые зрители связали образ Цукерберга с андроидом из сериала «Стартрек».","[(0, 16, 'clause'), (18, 57, 'clause'), (59, 164, 'clause')]",
"По мнению телеведущего, иностранцы боялись увидеть в России пустые полки магазинов, однако обилие товаров в супермаркетах их приятно поразило.","[(0, 82, 'clause'), (84, 141, 'clause')]",
"В августе 2017 года британская бюджетная авиакомпания Monarch Airlines представила специальное меню для пассажиров, которое должно помочь им успокоиться и снизить страх перед перелетами.","[(0, 114, 'clause'), (116, 185, 'clause')]",
Другие модели дефилировали по подиуму в футболках с принтами в виде наручных часов и рекламного постера сериала «Очень странные дела» и с футуристическими рюкзаками на спине.,"[(0, 173, 'clause')]",
"«Таким образом, злоумышленник решил отомстить правоохранителю за возбуждение в отношении него уголовного дела по факту нанесения побоев бывшей супруге, — отмечено в тексте.","[(1, 150, 'clause'), (154, 171, 'clause')]",
"В ноябре сообщалось, что житель Индии Рам Гопал Патель отрубил топором своему 13-летнему сыну пенис для того, чтобы изгнать из дома злых духов.","[(0, 19, 'clause'), (21, 108, 'clause'), (110, 142, 'clause')]",
"Сотрудники комитета «Гражданское содействие», который помогает мигрантам и беженцам, предоставили пострадавшему адвоката, который поможет ему подать заявление в полицию о нападении на почве национальной ненависти.","[(46, 83, 'clause'), (85, 120, 'clause'), (122, 212, 'clause')]",
"На просьбу ведущих показать странное фото на телефоне Айеша Карри продемонстрировала изображение со своими ногами и отметила, что когда баскетболист просит ее отправить фотографию в стиле ню, она «посылает это».","[(0, 124, 'clause'), (126, 190, 'clause'), (192, 210, 'clause')]",
"Как утверждает Чэнь, на снимках его коллег, которые находились на этой экскурсии в то же время, ничего странного не появилось.","[(0, 19, 'clause'), (44, 94, 'clause')]",
"Как отмечает The Telegraph, ранее Дутерте слыл в местных СМИ ярым противником однополых союзов, заявляя, что браком на Филиппинах считается только союз мужчины и женщины.","[(0, 26, 'clause'), (28, 103, 'clause'), (105, 169, 'clause')]",
"Пострадавшая Мелисса Браннинг рассказала, что находилась на яхте в Кимберли и хотела покормить плавающих поблизости представителей вида акул-нянек.","[(0, 40, 'clause'), (42, 146, 'clause')]",
"Мы хотели показать, что мы не какой-то сброд, у нас есть свое мнение и мы не противоречим никаким приказам нашего командования», — добавил он, отметив, что бойцам уже начали поступать угрозы увольнения.","[(0, 18, 'clause'), (20, 44, 'clause'), (46, 68, 'clause'), (69, 126, 'clause'), (131, 141, 'clause'), (152, 201, 'clause')]",
"Известный в Соединенных Штатах артист Бен Уорд в своем Twitter опубликовал заметку, поданную как выдержки из книги «Огонь и ярость: Белый дом Трампа изнутри».","[(0, 157, 'clause')]",
"Машину 25-летнего индийца отбросило за несколько метров от дороги, его случайно обнаружили проезжавшие мимо автомобилисты лишь спустя пять часов, мужчина корчился от боли и истекал кровью.","[(0, 65, 'clause'), (67, 144, 'clause'), (146, 187, 'clause')]",
"По словам Богдановской, пострадавшая обратилась в соцсетях к создателю «Ионотеки» Александру Ионову с просьбой повлиять на сотрудников охраны, «чтобы подобное больше не происходило».","[(0, 141, 'clause'), (144, 180, 'clause')]",
"И ты можешь быть настолько зол, что ты просто говоришь: ""А, пошло оно все"".","[(0, 30, 'clause'), (32, 54, 'clause'), (57, 73, 'clause')]",
"«Мы не страдаем туризмофобией, мы страдаем от капитализма, и поэтому мы решили выйти и защитить наши кварталы от огромной порчи имиджа Барселоны», — прокомментировали они на странице в Twitter.","[(1, 29, 'clause'), (31, 57, 'clause'), (59, 144, 'clause'), (149, 192, 'clause')]",
"Ранее телеканал РЕН ТВ сообщил, что пострадавший парламентарий, сославшись на состояние здоровья, отказался в полиции написать заявление от руки и попросил принять его показания в устной форме.","[(0, 30, 'clause'), (32, 192, 'clause')]",
"Верховная Рада кричала, что землю незаконно скупают, дома строят, но ни одна проверка ничего не находила.","[(0, 22, 'clause'), (24, 51, 'clause'), (53, 64, 'clause'), (66, 104, 'clause')]",
"Счастливых болельщиков переместили в разные точки России: от омской набережной, где каждый год пропадает плитка, до новосибирской ямы, у которой есть собственный аккаунт в Twitter.","[(0, 56, 'clause'), (80, 111, 'clause'), (135, 179, 'clause')]",
"«Мы рады приветствовать Маурицио, и с нетерпением ждем реализации его футбольной философии в ""Челси""», — прокомментировала назначение Сарри директор клуба Марина Грановская.","[(1, 99, 'clause'), (105, 172, 'clause')]",
"«""Очень странные дела"", сезон 2», — прокомментировала другая с отсылкой на популярный научно-фантастический сериал.","[(2, 114, 'clause')]",
"Как говорят владельцы пространства, им позвонили из ФСБ и пригрозили закрыть их, если ""Пытки"" у них все же покажем», — написала она.","[(0, 34, 'clause'), (36, 79, 'clause'), (81, 114, 'clause'), (119, 131, 'clause')]",
"По словам Кличко, город не может взять на себя долги частной компании, которые накапливались не один год. «Компания ""Нафтогаз"", к сожалению, решила шантажировать киевлян.","[(0, 69, 'clause'), (71, 104, 'clause'), (107, 169, 'clause')]",
"«Я уже отучилась несколько курсов, но меня мучила мысль, что я зря теряю время, потому что уже не могу ходить и все равно умру в ближайшие пять лет», — призналась девушка.","[(1, 33, 'clause'), (35, 55, 'clause'), (57, 78, 'clause'), (80, 147, 'clause'), (152, 170, 'clause')]",
"В случае «темного туризма»  фотографии этих мест запечатлевают идеологии и ужасы, которые некоторые предпочли бы забыть навсегда», — рассказала автор книги «Темный туризм».","[(0, 80, 'clause'), (82, 128, 'clause'), (133, 171, 'clause')]",
"В американском городе Феникс (штат Аризона) полиция задержала 30-летнего Роберта Энтони Ресендиза, подозреваемого в жестоком обращении с ребенком.","[(0, 145, 'clause')]",
"Ее изобретатель, испанец Серги Сантос (Sergi Santos) продемонстрировал умение самостоятельно принимать решение о сексе во время презентации перед учеными в Великобритании.","[(0, 170, 'clause')]",
"Российский лидер указал на то, что поддержавшие антироссийские санкции страны Запада «сами начинают страдать от того, что США начинают применять ограничения и в отношении этих стран».","[(0, 29, 'clause'), (31, 116, 'clause'), (118, 182, 'clause')]",
"Из-за опасения санкций пять иностранных партнеров «Газпрома» не стали приобретать доли в совместном предприятии, а внесли свою часть финансирования в рамках отдельного соглашения.","[(0, 178, 'clause')]",
"Месяц назад Трамп назвал его «маленьким ракетчиком» и предупредил, что Северную Корею ждут «невиданные ранее гнев и ярость со стороны США, если Пхеньян продолжит свои ядерные провокации».","[(0, 65, 'clause'), (67, 137, 'clause'), (139, 186, 'clause')]",
"Об этом говорится в опросе Всероссийского центра изучения общественного мнения (ВЦИОМ), проведенного в преддверии Дня памяти и скорби.","[(0, 133, 'clause')]",
"Затем одна из «ведьм» подняла девушку над котлом и опустила ее ногами в кипяток, обварив ее стопы и икры.","[(0, 104, 'clause')]",
"Помимо этого, граждан КНР призывают обратить внимание на медицинскую страховку, прогноз погоды, таможенный досмотр и угрозу терроризма.","[(0, 134, 'clause')]",
"Дроздов требовал от ведомства два миллиона рублей компенсации морального вреда после того, как посмотрел видео с истязанием и избиением до смерти своего брата полицейскими.","[(0, 89, 'clause'), (91, 171, 'clause')]",
"Политический обозреватель Крис Силлицца (Chris Cillizza), работающий на CNN, разгневал пользователей Twitter гифкой, изображающей президента США Дональда Трампа под прицелом оружия.","[(0, 180, 'clause')]",
"По их данным, в последнее время Трамп уже не слишком озабочен этим расследованием, хотя раньше приходил в ярость при одном его упоминании.","[(0, 81, 'clause'), (83, 137, 'clause')]",
"Члены интернет-сообщества, называющие себя «охотниками за пришельцами», обратили внимание на странный объект, найденный при помощи Google Earth в Антарктике.","[(0, 156, 'clause')]",
"В Челябинской области 55-летнего жителя Каслинского района привлекут к ответственности за истязание (статья 117 УК РФ) пятилетнего сына, страдающего хроническим заболеванием.","[(0, 173, 'clause')]",
"Лидер группы «Ленинград», исполнитель песен «В Питере — пить» и «Алкоголик» Сергей Шнуров связал опасения молодежи не дожить до пенсии с употреблением алкоголя и наркотических веществ.","[(0, 183, 'clause')]",
"Например, шутники поместили питомца в декорации картин «Парк Юрского периода» и «Охотники за привидениями».","[(0, 106, 'clause')]",
"Египетский форвард, выступающий за английский «Ливерпуль», получил травму плеча в финале Лиги чемпионов против мадридского «Реала».","[(0, 130, 'clause')]",
Также недоумение главы республики вызвало обращение гособвинения к суду с просьбой назначить одному из осужденных наказание в виде пожизненного лишения свободы.,"[(0, 159, 'clause')]",
"«Возвращаясь к марту, мы знаем, что это сделали россияне, мы знаем, что это был варварский и бесчеловечный акт со стороны российского государства.","[(22, 30, 'clause'), (32, 56, 'clause'), (58, 66, 'clause'), (68, 145, 'clause')]",
"Гордон признался, что любит поболтать со студентами о погоде и футболе, а иногда даже пытается помочь им в учебе, хотя сам ушел из школы в 15 лет: «Я стараюсь приободрить студентов, если вижу, что им нелегко.","[(0, 16, 'clause'), (18, 70, 'clause'), (72, 112, 'clause'), (114, 145, 'clause'), (148, 180, 'clause'), (182, 191, 'clause'), (193, 207, 'clause')]",
"Американка из штата Юта Эллисон Чарнецки (Allison Czarnecki) рассказала в своем Twitter-аккаунте о наиболее странных именах, которые детям дают их родители.","[(0, 123, 'clause'), (125, 155, 'clause')]",
"Целью злоумышленников была база агентства, в которой хранятся данные о результатах допинг-тестирований и медицинские записи многих футболистов Премьер-лиги, известных велосипедистов и участников Олимпийских игр.","[(0, 41, 'clause'), (43, 210, 'clause')]",
"Злоумышленники инфицировали более 100 тысяч компьютеров с установленными расширениями для браузера Google Chrome, которые были доступны в официальном магазине Chrome Web Store.","[(0, 112, 'clause'), (114, 175, 'clause')]",
"Я считаю, что под этим словом подразумевается нечто агрессивное — это одно из самых жестоких преступлений на свете.","[(0, 8, 'clause'), (10, 63, 'clause'), (66, 114, 'clause')]",
"По словам начальницы отдела по связям с общественностью компании Марии Алмазовой, послание было шуточным, и кто-то из пользователей даже начал знакомиться в комментариях ради совместного посещения душа.","[(0, 104, 'clause'), (106, 201, 'clause')]",
"К примеру, подобным образом разыграли россиянку бразильцы, заставив ее произнести на португальском Buceta Rosa («розовая вагина», или «розовая киска»).","[(0, 150, 'clause')]",
"26-летний Салах, который завершил восстановление после травмы перед стартом чемпионата мира, пропустил игру первого тура с командой Уругвая.","[(17, 91, 'clause')]",
"«Любые меры, ограничивающие торговлю и пассажирские перевозки, угрожают не только индустрии авиации, но и мировой экономике в целом», — прокомментировал он.","[(1, 131, 'clause'), (136, 155, 'clause')]",
"Всего с правилами, не глядя, согласились 22 тысячи человек, и лишь один обратил внимание на странный пункт в соглашении.","[(0, 58, 'clause'), (60, 119, 'clause')]",
"В совещании принимали участие генеральный конструктор по ракетам-носителям Александр Медведев, глава научно-технического света «Роскосмоса» Юрий Коптев, зампред коллегии ВПК Олег Бочкарев и другие специалисты.","[(0, 208, 'clause')]",
"Когда я вернулась домой, я помню, как стояла перед зеркалом, смотрела на свои руки и злилась, что они не в крови и не в порезах», — поведала Турман.","[(0, 23, 'clause'), (25, 32, 'clause'), (34, 92, 'clause'), (94, 127, 'clause'), (132, 147, 'clause')]",
"Депутаты отметили, что это необходимо в настоящее время, когда страна «с новой угрозой со стороны России, а также с растущими вызовами от терроризма и кибервойн».","[(0, 17, 'clause'), (19, 55, 'clause'), (57, 161, 'clause')]",
5 апреля Владимир Путин не поддержал идею лидера ЛДПР Владимира Жириновского оценивать работу губернаторов по записям видеокамер и улыбкам местных жителей.,"[(0, 154, 'clause')]",
"Злоумышленники получили доступ к поддомену prev.rs.gov.ru, на котором ранее располагалась старая версия сайта Россотрудничества.","[(0, 57, 'clause'), (59, 127, 'clause')]",
"Организация отмечала, что в ближайшие пару лет глобальных потрясений ожидать не стоит, однако после 2019 года ситуация может оказаться весьма тревожной.","[(0, 20, 'clause'), (22, 85, 'clause'), (87, 151, 'clause')]",
"При этом британцы поведали, что большинство их друзей, не решившихся поехать на ЧМ, боялись именно стихийных драк.","[(0, 26, 'clause'), (28, 113, 'clause')]",
"Когда кошку обнаружили в клетке в багажном отделении корабля, приплывшего в область Шотландии Уэст-Лотиан, она страдала от тяжелой формы обезвоживания и была ранена.","[(0, 105, 'clause'), (107, 164, 'clause')]",
"На Открытом чемпионате Франции в начале июня американка получила травму, из-за чего снялась с турнира за час до четвертьфинального матча с россиянкой Марией Шараповой.","[(0, 71, 'clause'), (73, 166, 'clause')]",
Компания направила 800 тысяч рублей на прямые финансовые выплаты по несостоявшимся поездкам и предложила пострадавшим туристам гарантийное предоставление туристических услуг в будущем.,"[(0, 183, 'clause')]",
"Британский комик Джеймс Корден явился на вечеринку в костюме короля Генриха VIII, который правил Англией в начале XVI века (его современником был отец Ивана Грозного, князь Василий III).","[(0, 80, 'clause'), (82, 122, 'clause'), (124, 184, 'clause')]",
"Для защиты от подобных угроз специалисты посоветовали использовать антивирусы, проверять отзывы на приложения в Google Play и не доверять программам, которые запрашивают доступ к функциям оплаты через СМС-сообщения.","[(0, 148, 'clause'), (150, 214, 'clause')]",
"После того, как в больницу был доставлен полицейский Ник Бейли, врачи испугались, что инцидент в Солсбери приведет к большому числу жертв.","[(0, 62, 'clause'), (64, 80, 'clause'), (82, 137, 'clause')]",
"По словам друзей женщины, после многих лет ограничения свободы у нее развилась депрессия, и она не может засыпать без лекарств.","[(0, 88, 'clause'), (90, 126, 'clause')]",
"Однако, по словам министра здравоохранения страны Аньез Бузин, которая принимала участие в разработке плана, поездка президента может задержать представление программы.","[(63, 107, 'clause'), (109, 167, 'clause')]",
"В связи с этим союзники США опасаются, что Трамп поведет себя излишне самонадеянно и по неопытности уступит Путину в вопросах, касающихся Крыма или Сирии.","[(0, 37, 'clause'), (39, 153, 'clause')]",
"Найденная уязвимость позволяет злоумышленнику одним действием вызвать BSOD (Blue Screen of Death, так называемый «синий экран смерти») — сообщение о критической системной ошибке в системах Microsoft Windows.","[(0, 134, 'clause'), (137, 206, 'clause')]",
"После этого оппозиционер посетовал, что готовился к аресту и перенес все дела, а теперь ему нечего делать.","[(0, 34, 'clause'), (36, 77, 'clause'), (79, 105, 'clause')]",
"«Я очень счастлив тому, что я алкоголик, это великолепный дар, потому что куда бы я ни пошел, эта пропасть следует за мной.","[(1, 22, 'clause'), (24, 39, 'clause'), (41, 61, 'clause'), (63, 92, 'clause'), (94, 122, 'clause')]",
"24 июля фейковая страница начала публиковать странные записи: к примеру, в профиле появилось сообщение о «сучке, которая бесится из-за чизкейка, пока дети умирают».","[(0, 60, 'clause'), (62, 163, 'clause')]",
"За информацию, которая поможет арестовать и привлечь к ответственности злоумышленника, обещано вознаграждение в размере 115 тысяч долларов.","[(15, 85, 'clause')]",
"Полиция заявила, что никто не пострадал при нападении, и огонь быстро удалось взять под контроль, поскольку утром здание было почти пустым.","[(0, 15, 'clause'), (17, 53, 'clause'), (55, 96, 'clause'), (98, 138, 'clause')]",
"Однако когда женщина поднималась по лестнице, злоумышленник накинулся на нее и нанес по меньшей мере 12 ножевых ранений, затем она упала.","[(0, 44, 'clause'), (46, 119, 'clause'), (121, 136, 'clause')]",
"Согласно документу, максимальная санкция статьи 245 Уголовного кодекса России (жестокое обращение с животными) увеличена с двух до пяти лет заключения.","[(0, 150, 'clause')]",
"Сама охотница написала журналистам открытое письмо, в котором заявила, что убила южноафриканского жирафа, который, в отличие от северных собратьев, не находится под угрозой исчезновения.","[(0, 50, 'clause'), (52, 69, 'clause'), (71, 104, 'clause'), (106, 185, 'clause')]",
"США грозят ввести санкции в отношении России, Евросоюза и Китая в случае новых закупок ими иранской нефти вопреки запретам Вашингтона.","[(0, 133, 'clause')]",
"«Тогда он [осужденный] начал преследовать знакомую, высказывая ей различные угрозы, а затем потребовал у ее родителей 1 миллион 350 тысяч рублей за то, чтобы оставить их дочь в покое.","[(1, 150, 'clause'), (152, 182, 'clause')]",
"По словам специалистов, злоумышленники могут узнать пароль, который человек недавно вводил на физической клавиатуре ПК с помощью тепловизора для фиксирования волн среднего диапазона.","[(0, 58, 'clause'), (60, 181, 'clause')]",
"Кроме того, злоумышленник предоставил документы об инвалидности в отдел кадров предприятия с целью получения страховой выплаты в размере свыше одного миллиона рублей.","[(0, 165, 'clause')]",
"Во всяком случае, от командующего ССО коалиции довольно странно было услышать географический абсурд о якобы бегущих из освобожденного от боевиков Дейр-эз-Зора тысячах арабов в сторону Меядина.","[(0, 191, 'clause')]",
"Доктора немедленно поставили Логану капельницу с противоядием, но оно помогло не сразу: в течение нескольких часов его продолжало трясти от боли.","[(0, 61, 'clause'), (63, 86, 'clause'), (88, 144, 'clause')]",
"В основе фестиваля, который появился около четырех веков назад, лежит японское поверье, что плач младенца отпугивает злых духов, а ребенок, который много плачет, вырастает здоровым и удачливым.","[(20, 62, 'clause'), (88, 127, 'clause'), (140, 160, 'clause')]",
"Он добавил, что на фоне участившихся дискуссий о предвзятом, кулуарном и даже уголовном характере решений ЦБ в сфере банковского регулирования, равнодушие суда к аргументам «Югры» кажется особенно странным.","[(0, 10, 'clause'), (12, 205, 'clause')]",
"«Его [Алханашвили] убийство, которое считают местью за истязание племянника Шакро Молодого, вора в законе Дато Краснодарского, ознаменует начало новой кровавой фазы конфликта воровских кланов», — говорится в сообщении.","[(1, 191, 'clause'), (196, 217, 'clause')]",
"Считается, что если очертить вокруг себя солью, мелом или мукой «магический круг», то он защитит пространство от потусторонней энергии и даже поможет провести нужный человеку ритуал.","[(0, 9, 'clause'), (11, 81, 'clause'), (83, 181, 'clause')]",
"Вообще удивительно - я перед поездкой ни одного отзыва не прочитала , но сразу поняла , как надо там действовать , чтобы максимально идеально провести время .","[(0, 18, 'clause'), (21, 85, 'clause'), (88, 112, 'clause'), (115, 156, 'clause')]",
"И самое главное - я подала заявку на бесплатное место на летних курсах по эстонскому языку и получила его , это была самая большая радость , победа и УРА , Я ЕДУ В ЭСТОНИЮ !","[(0, 105, 'clause'), (108, 153, 'clause'), (156, 171, 'clause')]",
"- Ага ... А я Анжела Девис ,- в глазах Сереги появились нехорошие искорки ,- мужик , скажи , кто из нас рехнулся ?","[(10, 26, 'clause'), (30, 73, 'clause'), (77, 90, 'clause'), (93, 112, 'clause')]",
"А в 2012 у него была странная аватарка , от которой я не могла оторвать взгляд , мы говорили о кокетстве мужчин , конях и несли полнейшую чушь .","[(0, 38, 'clause'), (41, 78, 'clause'), (81, 142, 'clause')]",
"Но если вы не собираетесь стать элитным бегуном , знайте - бег запускает каталитические процессы , в результате которых страдает не только ваш жир но и мышцы .","[(0, 47, 'clause'), (50, 96, 'clause'), (99, 157, 'clause')]",
"« Сорок лет я просил и продолжаю просить Бога утишить эту ужасную бурю , это бурное море в церковной среде , принести мир , и однажды ночью невидимый голос сказал :“ Своевольным посланы Богом искривленные стези ” .","[(2, 121, 'clause'), (124, 162, 'clause'), (166, 210, 'clause')]",
"Учитывая , что это уже раз четвёртый за последний час - смешно ) Ну а чего , наелась арбузика - получай ) А в воскресенье умиляла нас с Лёшкой на прогулке .","[(0, 53, 'clause'), (56, 64, 'clause'), (65, 93, 'clause'), (96, 105, 'clause'), (106, 154, 'clause')]",
"Как правило , государства Западной Европы и США считают свей задачей только благо своего государства и своих богачей ( но не народа )– отсюда тотальное ограбление всего мира и жуткая нищета их собственных народов .","[(0, 133, 'clause'), (135, 212, 'clause')]",
"Какими бы могли быть ваши « Семь слов с креста ?» Вайда прочёл записку , скомкал , вновь разгладил , и сунул во внутренний карман пиджака ,- другие он просто сваливал в стопку … Финал !","[(0, 46, 'clause'), (50, 137, 'clause'), (141, 175, 'clause'), (178, 183, 'clause')]",
"Иосифом , и тот мне рассказал , что у него были также проблемы со спиной и по молитвам к мученику брату Иосифу , он был исцелен .","[(0, 7, 'clause'), (10, 29, 'clause'), (32, 72, 'clause'), (73, 127, 'clause')]",
"Когда я слышу как примитивные людишки с уверенностью небожителей высказывают своё мнение о Гитлере или Ван-Гоге , Бетховене или Бодлере , я иногда с трудом удерживаюсь от смеха .","[(0, 13, 'clause'), (14, 135, 'clause'), (138, 176, 'clause')]",
